mm4690624033414;823.0;0.0;1;Minim
mm4690624033407;823.0;0.0;1;Minim
mm4690624033384;823.0;0.0;1;Minim
mm4690624033377;823.0;0.0;1;Minim
mm4690624026225;23791.0;0.0;1;Minim
mm4690624026270;61940.0;0.0;1;Minim
mm4690624026294;61940.0;0.0;1;Minim
mm4690624035623;3719.0;0.0;1;Minim
mm4690624035579;3719.0;0.0;1;Minim
mm4690624017247;1446.0;0.0;1;Minim
mm4690624028793;2479.0;0.0;1;Minim
mm4690624028786;2479.0;0.0;1;Minim
mm4690624026201;9484.0;0.0;1;Minim
mm4690624035746;1650.0;0.0;1;Minim
mm4690624035753;1650.0;0.0;1;Minim
mm4690624039508;1237.0;0.0;1;Minim
mm4690624035883;3183.0;0.0;1;Minim
mm4690624035739;1359.0;0.0;1;Minim
mm4690624035920;2066.0;0.0;1;Minim
mm4690624021046;12359.0;0.0;1;Minim
mm4690624021039;12359.0;0.0;1;Minim
mm4690624021053;6619.0;0.0;1;Minim
mm4690624021060;6619.0;0.0;1;Minim
mm4690624021077;6619.0;0.0;1;Minim
mm4650069781424;1650.0;0.0;1;Minim
mm4690624027444;4960.0;0.0;1;Minim
mm4690624019746;1590.0;0.0;1;Minim
mm4690624029363;11285.0;0.0;1;Minim
mm4690624034107;1802.0;0.0;1;Minim
mm4690624035531;9029.0;0.0;1;Minim
mm4690624017582;1090.0;0.0;1;Minim
mm4690624035371;46354.0;0.0;1;Minim
mm4690624038426;137710.0;0.0;1;Minim
mm4690624024467;2883.0;0.0;1;Minim
mm4690624017162;2883.0;0.0;1;Minim
mm4811599006771;29136.0;0.0;1;Minim
mm4811599006764;23838.0;0.0;1;Minim
mm4811599007518;21189.0;0.0;1;Minim
mm4690624017490;2253.0;0.0;1;Minim
mm4690624019326;2710.0;0.0;1;Minim
mm4690624019340;2253.0;0.0;1;Minim
mm4690624035647;2271.0;0.0;1;Minim
mm4690624035654;2271.0;0.0;1;Minim
mm4690624035937;5490.0;0.0;1;Minim
mm4690624019364;3610.0;0.0;1;Minim
mm4690624025006;4060.0;0.0;1;Minim
mm4690624017568;2703.0;0.0;1;Minim
mm4690624038457;1444.0;0.0;1;Minim
mm4690624025174;1030.0;0.0;1;Minim
mm4690624028311;2660.0;0.0;1;Minim
mm4690624037719;1359.0;0.0;1;Minim
mm4690624035906;2066.0;0.0;1;Minim
mm4690624008139;2724.0;0.0;1;Minim
mm4690624028359;8385.0;0.0;1;Minim
mm4690624017216;1235.0;0.0;1;Minim
mm4811599007402;4853.0;0.0;1;Minim
mm4811599006887;4410.0;0.0;1;Minim
mm4811599006856;4411.0;0.0;1;Minim
mm4811599006900;8789.0;0.0;1;Minim
mm4690624039287;8829.0;0.0;1;Minim
mm4690624019333;1348.0;0.0;1;Minim
mm4690624028939;4520.0;0.0;1;Minim
mm4690624020919;3970.0;0.0;1;Minim
mm4811599006894;2645.0;0.0;1;Minim
mm4690624035210;1444.0;0.0;1;Minim
mm4690624035197;1444.0;0.0;1;Minim
mm4690624035814;1650.0;0.0;1;Minim
mm4690624035807;1650.0;0.0;1;Minim
mm4690624035722;2064.0;0.0;1;Minim
mm4690624035715;2064.0;0.0;1;Minim
mm4690624039492;2041.0;0.0;1;Minim
mm4690624035661;3183.0;0.0;1;Minim
mm4690624025082;3610.0;0.0;1;Minim
mm4690624024962;2703.0;0.0;1;Minim
mm4690624019791;1240.0;0.0;1;Minim
mm4690624035791;1030.0;0.0;1;Minim
mm4690624038211;1030.0;0.0;1;Minim
mm4690624019449;1030.0;0.0;1;Minim
mm4690624019432;1030.0;0.0;1;Minim
mm4690624031489;15890.0;0.0;1;Minim
mm4690624031519;10592.0;0.0;1;Minim
mm4690624027888;58230.0;0.0;1;Minim
mm4690624026485;58231.0;0.0;1;Minim
mm4690624027895;58230.0;0.0;1;Minim
mm4690624038914;47634.0;0.0;1;Minim
mm4690624038938;47634.0;0.0;1;Minim
mm4690624035876;1444.0;0.0;1;Minim
mm4690624035159;2064.0;0.0;1;Minim
mm4690624035166;2064.0;0.0;1;Minim
mm4690624020933;5780.0;0.0;1;Minim
mmBaby Cushion;16250.0;0.0;1;Minim
mm4811599006320;35617.0;0.0;1;Minim
mm48115990055460;29991.0;0.0;1;Minim
mm4811599006368;38516.0;0.0;1;Minim
mm4811599003138;8049.0;0.0;1;Minim
mm4811599006085;29991.0;0.0;1;Minim
mm4811599006009;25710.0;0.0;1;Minim
mm4811599006030;22937.0;0.0;1;Minim
mm4811599004425;16210.0;0.0;1;Minim
mm4811599004418;32240.0;0.0;1;Minim
mm4811599004401;37080.0;0.0;1;Minim
mm4811599005347;30900.0;0.0;1;Minim
mm4811599005330;37218.0;0.0;1;Minim
mm4811599004050;29082.0;0.0;1;Minim
mm4811599003350;29601.0;0.0;1;Minim
mm4811599003695;8655.0;0.0;1;Minim
mm4811599004449;29540.0;0.0;1;Minim
mm4811599004029;18609.0;0.0;1;Minim
mm4811599003992;26399.0;0.0;1;Minim
mm4811599006078;9867.0;0.0;1;Minim
mm4811599006054;22504.0;0.0;1;Minim
mm4811599006061;32025.0;0.0;1;Minim
mm4811599005194;12723.0;0.0;1;Minim
mm4811599005187;29082.0;0.0;1;Minim
mm4811599005262;27620.0;0.0;1;Minim
mm4811599005880;11252.0;0.0;1;Minim
mm4811599002209;24711.0;0.0;1;Minim
mm4811599002407;13502.0;0.0;1;Minim
mm4811599002315;20080.0;0.0;1;Minim
mm4811599002803;16445.0;0.0;1;Minim
mm4811599002285;19042.0;0.0;1;Minim
mm4811599002421;9045.0;0.0;1;Minim
mm4811599002254;7357.0;0.0;1;Minim
mmЮ-119-10;8360.0;0.0;1;Minim
mm4811599000052;8790.0;0.0;1;Minim
mm4811599005026;17311.0;0.0;1;Minim
mm4811599005798;19561.0;0.0;1;Minim
mm4811599005804;12723.0;0.0;1;Minim
mm4811599005811;17311.0;0.0;1;Minim
mm4811599006696;6860.0;0.0;1;Minim
mm4627086624485;4309.0;0.0;1;Minim
mm4627086621231;4217.0;0.0;1;Minim
mm4627086621248;3584.0;0.0;1;Minim
mm4627086624508;2562.0;0.0;1;Minim
mm4627086623822;2003.0;0.0;1;Minim
mm4627086624270;6905.0;0.0;1;Minim
mm4627086624294;6905.0;0.0;1;Minim
mm4627086624751;14599.0;0.0;1;Minim
mm4627086620722;14599.0;0.0;1;Minim
mm4627086625192;1814.0;0.0;1;Minim
mm4627086625215;1560.0;0.0;1;Minim
mm4627086625222;1560.0;0.0;1;Minim
mm4627086625420;13220.0;0.0;1;Minim
mm4627086620296;10580.0;0.0;1;Minim
mm4627086621941;1390.0;0.0;1;Minim
mm4627086621279;1210.0;0.0;1;Minim
mm4627086621262;1210.0;0.0;1;Minim
mm4627086621286;2234.0;0.0;1;Minim
mm4627086621293;2011.0;0.0;1;Minim
mm4627086621774;2587.0;0.0;1;Minim
mm4627086623914;2587.0;0.0;1;Minim
mm4627086620029;2352.0;0.0;1;Minim
mm4627086621767;2587.0;0.0;1;Minim
mm2000994053011;2394.0;0.0;1;Minim
mm4627086622214;1588.0;0.0;1;Minim
mm4627086621613;1302.0;0.0;1;Minim
mm4627086624447;1016.0;0.0;1;Minim
mm4627086621538;857.0;0.0;1;Minim
mm4627086623150;865.0;0.0;1;Minim
mm4627086623235;865.0;0.0;1;Minim
mm4627086624614;3100.0;0.0;1;Minim
mm4627086624621;2848.0;0.0;1;Minim
mm4627086623525;4160.0;0.0;1;Minim
mm4627086623532;4160.0;0.0;1;Minim
mm4627086624775;1898.0;0.0;1;Minim
mm4627086624799;1898.0;0.0;1;Minim
mm4627086622139;1882.0;0.0;1;Minim
mm4627086622146;1882.0;0.0;1;Minim
mm4627086624591;4208.0;0.0;1;Minim
mm4627086620784;2370.0;0.0;1;Minim
mm4627086626540;5880.0;0.0;1;Minim
mm4627086625055;2428.0;0.0;1;Minim
mm4627086620678;4292.0;0.0;1;Minim
mm4627086624836;4771.0;0.0;1;Minim
mm4627086624911;4771.0;0.0;1;Minim
mm4627086624904;3293.0;0.0;1;Minim
mm4627086624645;2226.0;0.0;1;Minim
mm4627086624652;2430.0;0.0;1;Minim
mm4660014920105;7123.0;0.0;1;Minim
mm4627086623501;8430.0;0.0;1;Minim
mm4627086623518;8425.0;0.0;1;Minim
mm4627086623099;1134.0;0.0;1;Minim
mm4627086623075;1134.0;0.0;1;Minim
mm4627086620715;2070.0;0.0;1;Minim
mm4627086624423;1159.0;0.0;1;Minim
mm4627086625239;1495.0;0.0;1;Minim
mm4627086625253;1495.0;0.0;1;Minim
mm8005475390634;89500.0;0.0;1;Minim
mm8005475390771;91600.0;0.0;1;Minim
mm8005475391235;149500.0;0.0;1;Minim
mm8005475393284;79600.0;0.0;1;Minim
mm8005475390689;79500.0;0.0;1;Minim
mm4690624026171;9484.0;0.0;1;Minim
mm4690624039225;119210.0;0.0;1;Minim
mm4811599006788;18495.0;0.0;1;Minim
mm4690624031908;8789.0;0.0;1;Minim
mm4690624039393;4853.0;0.0;1;Minim
mm4690624039386;4853.0;0.0;1;Minim
mm4690624038921;47634.0;0.0;1;Minim
mm4690624024443;2883.0;0.0;1;Minim
mm4690624017087;2705.0;0.0;1;Minim
mm4690624039522;25826.0;0.0;1;Minim
mm4811599005316;11720.0;0.0;1;Minim
mm4811599005439;13632.0;0.0;1;Minim
mm4811599002346;15147.0;0.0;1;Minim
mm4690624016936;11034.0;0.0;1;Minim
mm4690624026249;50284.0;0.0;1;Minim
mm4690624039218;95368.0;0.0;1;Minim
mm4811599006092;36266.0;0.0;1;Minim
mm4811599005354;13850.0;0.0;1;Minim
mm4627086627295;9430.0;0.0;1;Minim
mm4627086626175;1260.0;0.0;1;Minim
mm4627086627288;2540.0;0.0;1;Minim
mm4627086625543;14860.0;0.0;1;Minim
mm4627086626243;1134.0;0.0;1;Minim
mm4627086626236;1134.0;0.0;1;Minim
mm4690624042003;2066.0;0.0;1;Minim
mm4690624043215;1855.0;0.0;1;Minim
mm4690624043208;1855.0;0.0;1;Minim
mm4690624050589;2476.0;0.0;1;Minim
mm4690624050572;2476.0;0.0;1;Minim
mm4690624040207;2724.0;0.0;1;Minim
mm4690624040191;2724.0;0.0;1;Minim
mm4690624047350;8041.0;0.0;1;Minim
mm4690624047343;8041.0;0.0;1;Minim
mm4690624050664;28698.0;0.0;1;Minim
mm4690624050657;28700.0;0.0;1;Minim
